header	CDS length	ramp length	non-ramp min mean	ramp min mean	ramp strength	num ramp region status changing mutations	num non-ramp region status changing mutations	num reasonably valid ramp mutations	num reasonably valid non-ramp mutations	ramp robustness
>lcl|NC_001142.9_cds_NP_012370.1_2955 [gene=HAL5] [locus_tag=YJL165C] [db_xref=SGD:S000003701,GeneID:853274] [protein=protein kinase HAL5] [protein_id=NP_012370.1] [location=complement(106894..109461)] [gbkey=CDS]	2568	-1	-1.4536714131627673	-1.2037856349010403	-0.24988577826172698	0	0	298	0	-1.0
>lcl|NC_001148.4_cds_NP_015510.1_5970 [gene=GDB1] [locus_tag=YPR184W] [db_xref=SGD:S000006388,GeneID:856314] [protein=bifunctional 4-alpha-glucanotransferase/amylo-alpha-1,6-glucosidase] [protein_id=NP_015510.1] [location=902044..906654] [gbkey=CDS]	4611	-1	-1.76280963656508	-1.5866116425199799	-0.17619799404510017	2	0	598	0	-0.9966555183946488
>lcl|NC_001147.6_cds_NP_014552.1_5049 [gene=HAL9] [locus_tag=YOL089C] [db_xref=SGD:S000005449,GeneID:854064] [protein=Hal9p] [protein_id=NP_014552.1] [location=complement(150398..153490)] [gbkey=CDS]	3093	-1	-1.3879301560986133	-1.2930027808660642	-0.09492737523254902	0	0	364	0	-1.0
>lcl|NC_001136.10_cds_NP_010587.1_1210 [gene=CFT1] [locus_tag=YDR301W] [db_xref=SGD:S000002709,GeneID:851895] [protein=Cft1p] [protein_id=NP_010587.1] [location=1063352..1067425] [gbkey=CDS]	4074	258	-1.623359939165246	-1.638646316246154	0.015286377080907965	27	27	57	5664	0.9905610907184059
>lcl|NC_001139.9_cds_NP_011670.3_2262 [gene=GTO1] [locus_tag=YGR154C] [db_xref=SGD:S000003386,GeneID:853058] [protein=omega-class glutathione transferase] [protein_id=NP_011670.3] [location=complement(796798..797868)] [gbkey=CDS]	1071	144	-1.5204544607437236	-1.5542565632042988	0.033802102460575245	16	36	52	1567	0.967881408276714
>lcl|NC_001145.3_cds_NP_013977.1_4494 [gene=GTO3] [locus_tag=YMR251W] [db_xref=SGD:S000004863,GeneID:855292] [protein=omega-class glutathione transferase] [protein_id=NP_013977.1] [location=772915..774015] [gbkey=CDS]	1101	-1	-1.8947875907275007	-0.08677689573292112	-1.8080106949945796	0	0	173	0	-1.0
>lcl|NC_001140.6_cds_NP_012059.3_2653 [gene=PTH1] [locus_tag=YHR189W] [db_xref=SGD:S000001232,GeneID:856596] [protein=aminoacyl-tRNA hydrolase] [protein_id=NP_012059.3] [location=484028..484600] [gbkey=CDS]	573	-1	-1.4401037576901023	0.1397040896946602	-1.5798078473847625	0	0	98	0	-1.0
>lcl|NC_001134.8_cds_NP_009496.2_147 [gene=PTH2] [locus_tag=YBL057C] [db_xref=SGD:S000000153,GeneID:852223] [protein=aminoacyl-tRNA hydrolase] [protein_id=NP_009496.2] [location=complement(112801..113427)] [gbkey=CDS]	627	-1	-1.628438566947022	0.018744727901109023	-1.647183294848131	0	0	105	0	-1.0
>lcl|NC_001147.6_cds_NP_014527.1_5023 [gene=PTH4] [locus_tag=YOL114C] [db_xref=SGD:S000005474,GeneID:854035] [protein=Pth4p] [protein_id=NP_014527.1] [location=complement(103317..103925)] [gbkey=CDS]	609	-1	-1.2135947302199002	-1.0862897633168411	-0.12730496690305904	4	0	93	0	-0.956989247311828
>lcl|NC_001134.8_cds_NP_009589.1_240 [gene=EDS1] [locus_tag=YBR033W] [db_xref=SGD:S000000237,GeneID:852321] [protein=Eds1p] [protein_id=NP_009589.1] [location=301944..304703] [gbkey=CDS]	2760	-1	-1.523391877974968	-1.0610687532932221	-0.46232312468174586	0	0	343	0	-1.0
>lcl|NC_001142.9_cds_NP_012496.1_3079 [gene=LOH1] [locus_tag=YJL038C] [db_xref=SGD:S000003575,GeneID:853413] [protein=Loh1p] [protein_id=NP_012496.1] [location=complement(375115..375774)] [gbkey=CDS]	660	-1	-1.6296020970401879	-1.4431665036382726	-0.1864355934019153	0	4	114	72	-0.978494623655914
>lcl|NC_001141.2_cds_NP_012290.1_2886 [gene=INA22] [locus_tag=YIR024C] [db_xref=SGD:S000001463,GeneID:854842] [protein=Ina22p] [protein_id=NP_012290.1] [location=complement(402841..403491)] [gbkey=CDS]	651	78	-1.3921098938964984	-1.3998485058718297	0.007738611975331322	36	42	45	925	0.9195876288659793
>lcl|NC_001146.8_cds_NP_014167.1_4672 [gene=CSL4] [locus_tag=YNL232W] [db_xref=SGD:S000005176,GeneID:855489] [protein=exosome non-catalytic core subunit CSL4] [protein_id=NP_014167.1] [location=214923..215801] [gbkey=CDS]	879	-1	-1.6610818460074823	-0.8883491204869878	-0.7727327255204945	3	0	127	0	-0.9763779527559056
>lcl|NC_001134.8_cds_NP_009550.1_202 [locus_tag=YBL005W-A] [db_xref=SGD:S000002146,GeneID:852279] [protein=gag protein] [protein_id=NP_009550.1] [location=221330..222652] [gbkey=CDS]	1323	-1	-1.8920417906610758	-1.1627835483172777	-0.7292582423437981	0	0	191	0	-1.0
>lcl|NC_001136.10_cds_NP_010732.1_1351 [locus_tag=YDR444W] [db_xref=SGD:S000002852,GeneID:852054] [protein=putative hydrolase] [protein_id=NP_010732.1] [location=1350290..1352353] [gbkey=CDS]	2064	-1	-1.6714248324011192	-0.597359385960515	-1.074065446440604	0	0	267	0	-1.0
>lcl|NC_001139.9_cds_NP_011279.1_1889 [locus_tag=YGL235W] [db_xref=SGD:S000003204,GeneID:852615] [protein=hypothetical protein] [protein_id=NP_011279.1] [location=55279..55815] [gbkey=CDS]	537	-1	-1.6303185354034921	-0.05153101120667912	-1.578787524196813	0	0	108	0	-1.0
>lcl|NC_001144.5_cds_NP_013486.3_4021 [gene=NAM2] [locus_tag=YLR382C] [db_xref=SGD:S000004374,GeneID:851098] [protein=leucine--tRNA ligase NAM2] [protein_id=NP_013486.3] [location=complement(882067..884751)] [gbkey=CDS]	2685	-1	-1.746050140331698	-1.6644336654971703	-0.08161647483452761	5	27	332	27	-0.9108635097493036
>lcl|NC_001145.3_cds_NP_013797.1_4317 [gene=NAM7] [locus_tag=YMR080C] [db_xref=SGD:S000004685,GeneID:855104] [protein=ATP-dependent RNA helicase NAM7] [protein_id=NP_013797.1] [location=complement(426712..429627)] [gbkey=CDS]	2916	-1	-1.5572733927820899	-1.3050338885577393	-0.2522395042243506	1	0	317	0	-0.9968454258675079
>lcl|NC_001140.6_cds_NP_011954.1_2547 [gene=NAM8] [locus_tag=YHR086W] [db_xref=SGD:S000001128,GeneID:856486] [protein=Nam8p] [protein_id=NP_011954.1] [location=278153..279724] [gbkey=CDS]	1572	171	-1.4103522073688142	-1.4119054927786612	0.001553285409847005	61	29	64	2208	0.960387323943662
>lcl|NC_001146.8_cds_NP_014262.3_4760 [gene=NAM9] [locus_tag=YNL137C] [db_xref=SGD:S000005081,GeneID:855585] [protein=mitochondrial 37S ribosomal protein NAM9] [protein_id=NP_014262.3] [location=complement(368595..370055)] [gbkey=CDS]	1461	-1	-1.802587643742605	-0.9257417740285709	-0.876845869714034	0	0	246	0	-1.0
>lcl|NC_001145.3_cds_NP_013722.1_4246 [gene=ADI1] [locus_tag=YMR009W] [db_xref=SGD:S000004611,GeneID:855021] [protein=acireductone dioxygenase (Ni2+-requiring)] [protein_id=NP_013722.1] [location=284102..284641] [gbkey=CDS]	540	-1	-1.69845278092899	-0.4924272127273265	-1.2060255682016634	1	0	104	0	-0.9903846153846154
>lcl|NC_001140.6_cds_NP_011950.1_2543 [gene=KSP1] [locus_tag=YHR082C] [db_xref=SGD:S000001124,GeneID:856482] [protein=putative serine/threonine protein kinase KSP1] [protein_id=NP_011950.1] [location=complement(268459..271548)] [gbkey=CDS]	3090	-1	-1.5653440089966038	-1.436284516131226	-0.12905949286537766	0	0	386	0	-1.0
>lcl|NC_001145.3_cds_NP_013891.1_4407 [gene=CEP3] [locus_tag=YMR168C] [db_xref=SGD:S000004778,GeneID:855204] [protein=Cep3p] [protein_id=NP_013891.1] [location=complement(597332..599158)] [gbkey=CDS]	1827	-1	-1.519845807970725	-0.9011203432395193	-0.6187254647312058	0	0	221	0	-1.0
>lcl|NC_001139.9_cds_NP_011648.3_2242 [gene=PHB1] [locus_tag=YGR132C] [db_xref=SGD:S000003364,GeneID:853033] [protein=prohibitin subunit PHB1] [protein_id=NP_011648.3] [location=complement(755589..756452)] [gbkey=CDS]	864	48	-1.4568814207754517	-1.4651854550804535	0.008304034305001817	20	53	42	1349	0.9475197699496765
>lcl|NC_001136.10_cds_NP_010127.1_766 [gene=MSH5] [locus_tag=YDL154W] [db_xref=SGD:S000002313,GeneID:851401] [protein=MutS family protein MSH5] [protein_id=NP_010127.1] [location=178334..181039] [gbkey=CDS]	2706	-1	-1.5171333289771303	-0.8878531919054578	-0.6292801370716725	0	0	347	0	-1.0
>lcl|NC_001136.10_cds_NP_010336.3_961 [gene=DET1] [locus_tag=YDR051C] [db_xref=SGD:S000002458,GeneID:851621] [protein=acid phosphatase DET1] [protein_id=NP_010336.3] [location=complement(557056..558060)] [gbkey=CDS]	1005	-1	-1.4593635219127798	-1.3756603162238283	-0.08370320568895151	6	2	147	68	-0.9627906976744186
>lcl|NC_001144.5_cds_NP_001335798.1_3899 [locus_tag=YLR255C] [db_xref=SGD:S000004245,GeneID:850957] [protein=hypothetical protein] [protein_id=NP_001335798.1] [location=complement(645600..645953)] [gbkey=CDS]	354	-1	-1.429426720486168	-0.632000287727344	-0.797426432758824	0	0	60	0	-1.0
>lcl|NC_001139.9_cds_NP_011453.1_2050 [gene=PYC1] [locus_tag=YGL062W] [db_xref=SGD:S000003030,GeneID:852818] [protein=pyruvate carboxylase 1] [protein_id=NP_011453.1] [location=385196..388732] [gbkey=CDS]	3537	-1	-1.9194878382524216	-1.9155064011933127	-0.0039814370591089165	27	43	482	43	-0.8666666666666667
>lcl|NC_001134.8_cds_NP_009777.1_425 [gene=PYC2] [locus_tag=YBR218C] [db_xref=SGD:S000000422,GeneID:852519] [protein=pyruvate carboxylase 2] [protein_id=NP_009777.1] [location=complement(658707..662249)] [gbkey=CDS]	3543	72	-1.8610833275275422	-1.9416629776256928	0.0805796500981506	9	19	77	5704	0.9951565473101539
>lcl|NC_001145.3_cds_NP_013596.1_4125 [gene=BUL2] [locus_tag=YML111W] [db_xref=SGD:S000004579,GeneID:854929] [protein=ubiquitin-ubiquitin ligase BUL2] [protein_id=NP_013596.1] [location=46942..49704] [gbkey=CDS]	2763	-1	-1.5847326005515754	-1.3118822974445628	-0.27285030310701264	0	0	350	0	-1.0
>lcl|NC_001142.9_cds_NP_012437.1_3019 [gene=SAP185] [locus_tag=YJL098W] [db_xref=SGD:S000003634,GeneID:853347] [protein=Sap185p] [protein_id=NP_012437.1] [location=242082..245258] [gbkey=CDS]	3177	-1	-1.7134911820198069	-1.5027676797840206	-0.2107235022357863	1	0	431	0	-0.9976798143851509
>lcl|NC_001139.9_cds_NP_011626.1_2222 [locus_tag=YGR111W] [db_xref=SGD:S000003343,GeneID:853008] [protein=hypothetical protein] [protein_id=NP_011626.1] [location=715828..717030] [gbkey=CDS]	1203	-1	-1.3483363342122232	-1.2309129132136778	-0.11742342099854541	5	0	147	0	-0.9659863945578231
>lcl|NC_001143.9_cds_NP_013031.3_3582 [gene=VBA5] [locus_tag=YKR105C] [db_xref=SGD:S000001813,GeneID:853980] [protein=basic amino acid transporter] [protein_id=NP_013031.3] [location=complement(658716..660464)] [gbkey=CDS]	1749	-1	-1.221702449672767	-0.9927181168812816	-0.22898433279148545	0	0	223	0	-1.0
>lcl|NC_001136.10_cds_NP_010404.1_1028 [gene=VBA4] [locus_tag=YDR119W] [db_xref=SGD:S000002526,GeneID:851697] [protein=Vba4p] [protein_id=NP_010404.1] [location=688227..690533] [gbkey=CDS]	2307	-1	-1.4155316928241646	-1.14011849801959	-0.2754131948045746	0	0	353	0	-1.0
>lcl|NC_001135.5_cds_NP_009864.1_511 [gene=VBA3] [locus_tag=YCL069W] [db_xref=SGD:S000000574,GeneID:850290] [protein=basic amino acid transporter] [protein_id=NP_009864.1] [location=9706..11082] [gbkey=CDS]	1377	-1	-1.1965867407219022	-1.1786865961189459	-0.017900144602956303	10	35	192	44	-0.8093220338983051
>lcl|NC_001134.8_cds_NP_009852.3_499 [gene=VBA2] [locus_tag=YBR293W] [db_xref=SGD:S000000497,GeneID:852596] [protein=Vba2p] [protein_id=NP_009852.3] [location=787006..788430] [gbkey=CDS]	1425	-1	-1.2600928817470514	-1.2082720280932977	-0.05182085365375366	2	0	164	0	-0.9878048780487805
>lcl|NC_001145.3_cds_NP_013806.1_4325 [gene=VBA1] [locus_tag=YMR088C] [db_xref=SGD:S000004694,GeneID:855113] [protein=Vba1p] [protein_id=NP_013806.1] [location=complement(443414..445102)] [gbkey=CDS]	1689	-1	-1.4362790398475362	-1.2734099659700144	-0.1628690738775218	2	0	220	0	-0.990909090909091
>lcl|NC_001145.3_cds_NP_013762.1_4285 [gene=NUP116] [locus_tag=YMR047C] [db_xref=SGD:S000004650,GeneID:855066] [protein=FG-nucleoporin NUP116] [protein_id=NP_013762.1] [location=complement(363364..366705)] [gbkey=CDS]	3342	-1	-1.8033787786188327	-1.3733519865971322	-0.43002679202170047	0	0	435	0	-1.0
>lcl|NC_001142.9_cds_NP_012342.1_2931 [locus_tag=YJL193W] [db_xref=SGD:S000003729,GeneID:853246] [protein=hypothetical protein] [protein_id=NP_012342.1] [location=71366..72574] [gbkey=CDS]	1209	-1	-1.422426101312355	-1.090773525303261	-0.3316525760090938	4	0	156	0	-0.9743589743589743
>lcl|NC_001136.10_cds_NP_010218.2_851 [gene=PEX19] [locus_tag=YDL065C] [db_xref=SGD:S000002223,GeneID:851494] [protein=Pex19p] [protein_id=NP_010218.2] [location=complement(336249..337277)] [gbkey=CDS]	1029	-1	-1.3570088134831828	-1.2136798014707713	-0.14332901201241155	2	0	142	0	-0.9859154929577465
>lcl|NC_001140.6_cds_NP_012030.1_2623 [gene=PEX18] [locus_tag=YHR160C] [db_xref=SGD:S000001203,GeneID:856565] [protein=Pex18p] [protein_id=NP_012030.1] [location=complement(419221..420072)] [gbkey=CDS]	852	-1	-1.5123259376451668	-1.4048543804350277	-0.10747155721013901	7	0	111	0	-0.9369369369369369
>lcl|NC_001140.6_cds_NP_012025.1_2618 [gene=LAM1] [locus_tag=YHR155W] [db_xref=SGD:S000001198,GeneID:856560] [protein=Lam1p] [protein_id=NP_012025.1] [location=407103..410789] [gbkey=CDS]	3687	-1	-1.4125738414343216	-1.3361544873022098	-0.07641935413211187	5	0	420	0	-0.9880952380952381
>lcl|NC_001144.5_cds_NP_013173.1_3716 [gene=LAM6] [locus_tag=YLR072W] [db_xref=SGD:S000004062,GeneID:850761] [protein=Lam6p] [protein_id=NP_013173.1] [location=278862..280943] [gbkey=CDS]	2082	54	-1.6522577028160186	-1.7396261259669263	0.08736842315090776	17	28	50	2867	0.9845731916352417
>lcl|NC_001147.6_cds_NP_014628.1_5123 [locus_tag=YOL014W] [db_xref=SGD:S000005374,GeneID:854146] [protein=hypothetical protein] [protein_id=NP_014628.1] [location=299693..300067] [gbkey=CDS]	375	-1	-1.4450869757597582	-1.1164413512456273	-0.32864562451413093	4	0	59	0	-0.9322033898305084
>lcl|NC_001140.6_cds_NP_011948.1_2541 [gene=LAM4] [locus_tag=YHR080C] [db_xref=SGD:S000001122,GeneID:856480] [protein=Lam4p] [protein_id=NP_011948.1] [location=complement(262801..266838)] [gbkey=CDS]	4038	-1	-1.5923364807917757	-1.3496627912953492	-0.24267368949642654	0	0	518	0	-1.0
>lcl|NC_001138.5_cds_NP_116611.1_1755 [gene=LAM5] [locus_tag=YFL042C] [db_xref=SGD:S000001852,GeneID:850501] [protein=Lam5p] [protein_id=NP_116611.1] [location=complement(45720..47744)] [gbkey=CDS]	2025	-1	-1.5403886187360265	-1.2767782550004718	-0.2636103637355547	2	0	237	0	-0.9915611814345991
>lcl|NC_001147.6_cds_NP_014494.1_4991 [gene=PEX11] [locus_tag=YOL147C] [db_xref=SGD:S000005507,GeneID:854018] [protein=Pex11p] [protein_id=NP_014494.1] [location=complement(47933..48643)] [gbkey=CDS]	711	-1	-1.6936611865510578	-1.1983900920699393	-0.4952710944811185	0	0	105	0	-1.0
>lcl|NC_001136.10_cds_NP_010551.1_1177 [gene=PEX10] [locus_tag=YDR265W] [db_xref=SGD:S000002673,GeneID:851858] [protein=ubiquitin-protein ligase peroxin 10] [protein_id=NP_010551.1] [location=998864..999877] [gbkey=CDS]	1014	-1	-1.5040699077282782	-1.2422946211181232	-0.26177528661015503	0	0	148	0	-1.0
>lcl|NC_001144.5_cds_NP_013292.1_3840 [gene=PEX13] [locus_tag=YLR191W] [db_xref=SGD:S000004181,GeneID:850888] [protein=peroxin PEX13] [protein_id=NP_013292.1] [location=537272..538432] [gbkey=CDS]	1161	-1	-1.279124904312442	-0.8120535183408574	-0.4670713859715846	0	0	151	0	-1.0
>lcl|NC_001145.3_cds_NP_013739.1_4263 [gene=PEX12] [locus_tag=YMR026C] [db_xref=SGD:S000004628,GeneID:855041] [protein=ubiquitin-protein ligase peroxin 12] [protein_id=NP_013739.1] [location=complement(324236..325435)] [gbkey=CDS]	1200	-1	-1.8058026162381116	-1.2448785668397153	-0.5609240493983962	0	0	150	0	-1.0
>lcl|NC_001147.6_cds_NP_014598.1_5093 [gene=PEX15] [locus_tag=YOL044W] [db_xref=SGD:S000005404,GeneID:854113] [protein=Pex15p] [protein_id=NP_014598.1] [location=247150..248301] [gbkey=CDS]	1152	-1	-1.3631284912476602	-1.297693912325639	-0.0654345789220212	4	0	154	0	-0.974025974025974
>lcl|NC_001139.9_cds_NP_011362.3_1966 [gene=PEX14] [locus_tag=YGL153W] [db_xref=SGD:S000003121,GeneID:852724] [protein=Pex14p] [protein_id=NP_011362.3] [location=216273..217298] [gbkey=CDS]	1026	-1	-1.6925756914547465	-1.543373161029206	-0.14920253042554044	4	0	157	100	-0.9844357976653697
>lcl|NC_001146.8_cds_NP_014185.1_4688 [gene=PEX17] [locus_tag=YNL214W] [db_xref=SGD:S000005158,GeneID:855507] [protein=Pex17p] [protein_id=NP_014185.1] [location=245617..246216] [gbkey=CDS]	600	-1	-1.672912835338552	-1.6252600590674144	-0.04765277627113762	24	21	95	32	-0.6456692913385826
>lcl|NC_001138.5_cds_NP_116674.2_1820 [gene=FAB1] [locus_tag=YFR019W] [db_xref=SGD:S000001915,GeneID:850574] [protein=1-phosphatidylinositol-3-phosphate 5-kinase] [protein_id=NP_116674.2] [location=184502..191338] [gbkey=CDS]	6837	-1	-1.540200926632635	-1.0609877842359459	-0.4792131423966892	0	0	747	0	-1.0
>lcl|NC_001136.10_cds_NP_010334.1_959 [gene=VMS1] [locus_tag=YDR049W] [db_xref=SGD:S000002456,GeneID:851618] [protein=Vms1p] [protein_id=NP_010334.1] [location=553254..555152] [gbkey=CDS]	1899	-1	-1.5795977154256031	-1.505802163471613	-0.07379555195399012	6	12	252	52	-0.9407894736842105
>lcl|NC_001146.8_cds_NP_014241.1_4738 [gene=PGA1] [locus_tag=YNL158W] [db_xref=SGD:S000005102,GeneID:855564] [protein=Pga1p] [protein_id=NP_014241.1] [location=339612..340208] [gbkey=CDS]	597	-1	-1.8006645751968227	-0.6482278470345818	-1.152436728162241	6	0	85	0	-0.9294117647058824
>lcl|NC_001146.8_cds_NP_014250.1_4746 [gene=PGA2] [locus_tag=YNL149C] [db_xref=SGD:S000005093,GeneID:855573] [protein=Pga2p] [protein_id=NP_014250.1] [location=complement(349367..349756)] [gbkey=CDS]	390	-1	-1.4965200126930516	-0.7157550239555401	-0.7807649887375114	1	0	73	0	-0.9863013698630136
>lcl|NC_001145.3_cds_NP_013581.1_4111 [gene=PGA3] [locus_tag=YML125C] [db_xref=SGD:S000004594,GeneID:854914] [protein=cytochrome-b5 reductase] [protein_id=NP_013581.1] [location=complement(20761..21699)] [gbkey=CDS]	939	-1	-1.7475433804159408	-0.5356075557263484	-1.2119358246895924	8	0	155	0	-0.9483870967741935
>lcl|NC_001139.9_cds_NP_011567.3_2166 [locus_tag=YGR053C] [db_xref=SGD:S000003285,GeneID:852944] [protein=hypothetical protein] [protein_id=NP_011567.3] [location=complement(594986..595837)] [gbkey=CDS]	852	-1	-2.003092485210597	-0.6484893084398877	-1.3546031767707094	0	0	111	0	-1.0
>lcl|NC_001148.4_cds_NP_015059.1_5535 [locus_tag=YPL264C] [db_xref=SGD:S000006185,GeneID:855864] [protein=hypothetical protein] [protein_id=NP_015059.1] [location=complement(43283..44344)] [gbkey=CDS]	1062	87	-1.3739705765290826	-1.4677496072451304	0.09377903071604776	18	4	74	1460	0.9856584093872229
>lcl|NC_001137.3_cds_NP_010914.3_1521 [gene=WBP1] [locus_tag=YEL002C] [db_xref=SGD:S000000728,GeneID:856716] [protein=dolichyl-diphosphooligosaccharide-protein glycotransferase] [protein_id=NP_010914.3] [location=complement(148722..150014)] [gbkey=CDS]	1293	114	-1.2803389390617057	-1.343740946047855	0.0634020069861494	18	16	54	1880	0.9824198552223371
>lcl|NC_001148.4_cds_NP_015165.1_5638 [gene=CDC60] [locus_tag=YPL160W] [db_xref=SGD:S000006081,GeneID:855943] [protein=leucine--tRNA ligase CDC60] [protein_id=NP_015165.1] [location=246990..250262] [gbkey=CDS]	3273	-1	-1.8899279784162395	-1.378036053862775	-0.5118919245534646	0	0	433	0	-1.0
>lcl|NC_001146.8_cds_NP_014210.1_4710 [gene=SRP1] [locus_tag=YNL189W] [db_xref=SGD:S000005133,GeneID:855532] [protein=karyopherin alpha] [protein_id=NP_014210.1] [location=284260..285888] [gbkey=CDS]	1629	-1	-1.5904479561852531	-1.5521701586328402	-0.038277797552412895	18	0	259	0	-0.9305019305019305
>lcl|NC_001143.9_cds_NP_012771.1_3333 [gene=NNR2] [locus_tag=YKL151C] [db_xref=SGD:S000001634,GeneID:853706] [protein=NADHX dehydratase] [protein_id=NP_012771.1] [location=complement(164917..165930)] [gbkey=CDS]	1014	-1	-1.8050945083560817	-0.8913231401115115	-0.9137713682445702	0	0	184	0	-1.0
>lcl|NC_001137.3_cds_NP_011112.3_1725 [gene=PUG1] [locus_tag=YER185W] [db_xref=SGD:S000000987,GeneID:856934] [protein=Pug1p] [protein_id=NP_011112.3] [location=559454..560365] [gbkey=CDS]	912	-1	-1.4760273772182606	-1.471054986018046	-0.004972391200214643	11	15	104	29	-0.8045112781954887
>lcl|NC_001146.8_cds_NP_014199.1_4700 [gene=NNR1] [locus_tag=YNL200C] [db_xref=SGD:S000005144,GeneID:855521] [protein=NADHX epimerase] [protein_id=NP_014199.1] [location=complement(263713..264453)] [gbkey=CDS]	741	-1	-1.5170560221138845	-1.433760559594503	-0.08329546251938136	2	0	131	0	-0.9847328244274809
>lcl|NC_001134.8_cds_NP_009652.2_303 [gene=PBY1] [locus_tag=YBR094W] [db_xref=SGD:S000000298,GeneID:852391] [protein=putative tubulin tyrosine ligase] [protein_id=NP_009652.2] [location=432036..434297] [gbkey=CDS]	2262	-1	-1.7385243077201786	-1.5657090616546263	-0.17281524606555232	1	0	275	0	-0.9963636363636363
>lcl|NC_001145.3_cds_NP_013651.1_4175 [gene=OGG1] [locus_tag=YML060W] [db_xref=SGD:S000004525,GeneID:854942] [protein=8-oxoguanine glycosylase OGG1] [protein_id=NP_013651.1] [location=151871..153001] [gbkey=CDS]	1131	72	-1.4884335202321346	-1.4943307862230482	0.005897265990913558	30	24	48	1556	0.9663341645885287
>lcl|NC_001141.2_cds_NP_012142.3_2739 [gene=AYR1] [locus_tag=YIL124W] [db_xref=SGD:S000001386,GeneID:854682] [protein=acylglycerone-phosphate reductase] [protein_id=NP_012142.3] [location=126204..127097] [gbkey=CDS]	894	-1	-1.6998955016402972	-0.6731618944508124	-1.0267336071894848	3	0	132	0	-0.9772727272727273
>lcl|NC_001143.9_cds_NP_012877.1_3433 [gene=ANR2] [locus_tag=YKL047W] [db_xref=SGD:S000001530,GeneID:853819] [protein=Anr2p] [protein_id=NP_012877.1] [location=349463..351013] [gbkey=CDS]	1551	-1	-1.4505540285708418	-1.1899098501788137	-0.26064417839202814	0	0	206	0	-1.0
>lcl|NC_001148.4_cds_NP_015439.1_5899 [locus_tag=YPR114W] [db_xref=SGD:S000006318,GeneID:856230] [protein=hypothetical protein] [protein_id=NP_015439.1] [location=753301..754248] [gbkey=CDS]	948	-1	-1.7070747024221662	-1.6253382101954397	-0.08173649222672652	3	0	149	0	-0.9798657718120806
>lcl|NC_001142.9_cds_NP_012501.1_3084 [gene=HCA4] [locus_tag=YJL033W] [db_xref=SGD:S000003570,GeneID:853419] [protein=RNA-dependent ATPase HCA4] [protein_id=NP_012501.1] [location=383837..386149] [gbkey=CDS]	2313	-1	-1.4604592728318293	-1.2953735784660008	-0.16508569436582854	0	0	303	0	-1.0
>lcl|NC_001133.9_cds_NP_009333.1_3 [gene=SEO1] [locus_tag=YAL067C] [db_xref=SGD:S000000062,GeneID:851230] [protein=putative permease SEO1] [protein_id=NP_009333.1] [location=complement(7235..9016)] [gbkey=CDS]	1782	-1	-1.4375974886387979	-1.3229710748157633	-0.11462641382303462	3	0	241	0	-0.9875518672199171
>lcl|NC_001143.9_cds_NP_013029.3_3580 [gene=NFT1] [locus_tag=YKR103W] [db_xref=SGD:S000001811,GeneID:853978] [protein=putative multidrug transporter NFT1] [protein_id=NP_013029.3] [location=653080..656736] [gbkey=CDS]	3657	-1	-1.3694704365447052	-1.1672487685735509	-0.20222166797115437	0	0	433	0	-1.0
>lcl|NC_001136.10_cds_NP_010628.3_1252 [locus_tag=YDR341C] [db_xref=SGD:S000002749,GeneID:851942] [protein=arginine--tRNA ligase] [protein_id=NP_010628.3] [location=complement(1151803..1153626)] [gbkey=CDS]	1824	-1	-1.7085980020509004	-1.6752113609994836	-0.033386641051416754	11	0	254	0	-0.9566929133858267
>lcl|NC_001144.5_cds_NP_013124.1_3669 [gene=UBR2] [locus_tag=YLR024C] [db_xref=SGD:S000004014,GeneID:850711] [protein=putative ubiquitin-protein ligase UBR2] [protein_id=NP_013124.1] [location=complement(187663..193281)] [gbkey=CDS]	5619	-1	-1.5156400229073135	-1.4357979015454811	-0.07984212136183233	4	0	620	0	-0.9935483870967742
>lcl|NC_001139.9_cds_NP_011700.1_2296 [gene=UBR1] [locus_tag=YGR184C] [db_xref=SGD:S000003416,GeneID:853096] [protein=E3 ubiquitin-protein ligase UBR1] [protein_id=NP_011700.1] [location=complement(859901..865753)] [gbkey=CDS]	5853	-1	-1.5828736073275238	-1.5068600945614286	-0.07601351276609525	3	0	696	0	-0.9956896551724138
>lcl|NC_001147.6_cds_NP_014895.2_5379 [gene=TMA16] [locus_tag=YOR252W] [db_xref=SGD:S000005778,GeneID:854426] [protein=Tma16p] [protein_id=NP_014895.2] [location=803667..804203] [gbkey=CDS]	537	-1	-1.3462613753843171	0.14481695030268313	-1.4910783256870002	0	0	117	0	-1.0
>lcl|NC_001136.10_cds_NP_010173.1_809 [gene=TMA17] [locus_tag=YDL110C] [db_xref=SGD:S000002268,GeneID:851448] [protein=Tma17p] [protein_id=NP_010173.1] [location=complement(264512..264964)] [gbkey=CDS]	453	-1	-1.5851980901227276	-0.5613116918335911	-1.0238863982891364	1	0	89	0	-0.9887640449438202
>lcl|NC_001143.9_cds_NP_012867.1_3424 [gene=TMA19] [locus_tag=YKL056C] [db_xref=SGD:S000001539,GeneID:853809] [protein=Tma19p] [protein_id=NP_012867.1] [location=complement(334412..334915)] [gbkey=CDS]	504	-1	-1.912338217229536	0.1822417931092447	-2.0945800103387806	4	0	129	0	-0.9689922480620154
